"date_naissance","pays","age","genre","education","statut_marital","syndicat","revenu","religion","immigration","region","int_pol","eff_interne","att_elites","att_autres_groupes","opinion_nation","perc_corruption","perf_gov","part_electorale","vote_sortant","gauche_droite","satisf_demo","id_partisane"
1976,"Greece",39,1,5,"couple",0,3,1,0,"petite ville",2,4,NA,NA,NA,4,1,1,NA,5,NA,0
1990,"Greece",25,0,7,"celibataire",0,1,1,0,"petite ville",1,2,NA,NA,NA,4,2,0,NA,NA,NA,0
1964,"Greece",51,0,8,"couple",0,4,0,0,"grande ville",3,4,NA,NA,NA,4,1,1,0,7,1,0
1966,"Greece",49,1,7,"couple",1,NA,1,0,"petite ville",2,3,NA,NA,NA,4,2,1,NA,7,NA,0
1990,"Greece",25,1,7,"celibataire",0,1,0,0,"petite ville",3,5,NA,NA,NA,4,2,1,0,2,NA,0
1973,"Greece",42,1,7,"couple",0,3,0,0,"petite ville",4,4,NA,NA,NA,4,NA,1,1,2,1,NA
1979,"Greece",36,0,7,"couple",0,2,NA,0,"petite ville",3,3,NA,NA,NA,4,1,1,0,NA,NA,1
1993,"Greece",22,0,5,"celibataire",0,3,1,0,"petite ville",2,NA,NA,NA,NA,4,1,0,NA,NA,NA,0
1972,"Greece",43,0,8,"couple",0,4,1,1,"petite ville",3,4,NA,NA,NA,4,2,1,NA,5,NA,NA
1957,"Greece",58,0,4,"couple",0,3,0,0,"grande ville",2,3,NA,NA,NA,4,2,0,NA,5,NA,0
1967,"Greece",48,1,7,"couple",0,2,1,0,"petite ville",2,NA,NA,NA,NA,3,3,1,NA,NA,1,NA
1967,"Greece",48,0,7,"separe",0,3,1,0,"grande ville",2,3,NA,NA,NA,4,2,1,1,NA,1,NA
1970,"Greece",45,0,8,"couple",0,5,1,1,"banlieue",4,3,NA,NA,NA,4,1,1,0,7,1,0
1967,"Greece",48,0,6,"couple",0,3,0,0,"grande ville",3,1,NA,NA,NA,4,2,1,NA,0,NA,1
1975,"Greece",40,0,7,"couple",0,3,0,0,"banlieue",2,3,NA,NA,NA,4,2,1,NA,5,1,1
NA,"Greece",NA,1,7,"couple",1,NA,1,0,"banlieue",3,4,NA,NA,NA,4,1,1,NA,NA,3,1
1950,"Greece",65,0,7,"couple",0,NA,1,1,"petite ville",3,4,NA,NA,NA,4,1,1,0,5,1,0
1977,"Greece",38,1,8,"couple",0,3,0,0,"petite ville",4,5,NA,NA,NA,4,1,0,NA,5,NA,1
1952,"Greece",63,1,7,"couple",0,3,1,1,"grande ville",NA,3,NA,NA,NA,3,1,1,NA,6,NA,0
1964,"Greece",51,0,9,"couple",0,NA,0,0,"grande ville",4,4,NA,NA,NA,4,1,1,0,5,1,1
1964,"Greece",51,0,8,"couple",1,4,1,0,"petite ville",4,4,NA,NA,NA,3,1,0,NA,6,1,0
1968,"Greece",47,NA,6,"couple",0,1,1,0,"grande ville",3,4,NA,NA,NA,4,1,1,1,7,NA,0
1976,"Greece",39,0,8,"couple",0,4,0,0,"petite ville",4,4,NA,NA,NA,4,1,1,0,3,NA,1
1962,"Greece",53,1,3,"couple",0,3,1,0,"grande ville",2,NA,NA,NA,NA,3,3,1,1,3,1,1
1967,"Greece",48,0,8,"couple",0,3,1,0,"petite ville",2,4,NA,NA,NA,4,1,1,0,8,1,1
1972,"Greece",43,1,5,"couple",0,2,1,0,"village",3,4,NA,NA,NA,4,3,0,NA,7,NA,0
1968,"Greece",47,1,7,"separe",0,2,1,1,"banlieue",3,4,NA,NA,NA,3,2,1,0,1,NA,1
1972,"Greece",43,0,7,"couple",0,3,1,0,"banlieue",3,4,NA,NA,NA,4,2,1,1,3,NA,0
1979,"Greece",36,1,5,"couple",0,NA,1,0,NA,3,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA
1986,"Greece",29,0,7,"celibataire",0,1,0,0,"grande ville",4,4,NA,NA,NA,3,2,1,NA,1,NA,0
1979,"Greece",36,0,7,"couple",0,2,1,0,"grande ville",NA,4,NA,NA,NA,4,1,1,0,5,NA,0
1946,"Greece",69,0,7,"couple",0,3,0,0,"petite ville",3,2,NA,NA,NA,4,1,1,NA,7,NA,0
1991,"Greece",24,1,7,"celibataire",0,4,0,0,"petite ville",4,4,NA,NA,NA,3,1,1,0,4,1,0
1966,"Greece",49,1,7,"couple",0,NA,1,0,"petite ville",3,2,NA,NA,NA,4,1,1,0,10,NA,1
1980,"Greece",35,0,7,"celibataire",0,2,1,0,"petite ville",3,4,NA,NA,NA,3,2,1,NA,5,3,0
1978,"Greece",37,0,6,"couple",0,2,1,0,"grande ville",1,3,NA,NA,NA,4,1,1,0,5,NA,0
1989,"Greece",26,1,7,"celibataire",0,NA,1,0,"grande ville",4,3,NA,NA,NA,4,1,1,0,7,1,1
1968,"Greece",47,1,6,"couple",0,3,1,0,"grande ville",3,4,NA,NA,NA,3,2,1,0,9,3,0
1976,"Greece",39,1,8,"celibataire",0,1,1,0,"banlieue",4,5,NA,NA,NA,4,1,1,0,5,NA,0
1980,"Greece",35,NA,4,"celibataire",0,2,NA,0,"grande ville",2,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA
1992,"Greece",23,1,7,"celibataire",0,4,0,0,"banlieue",3,4,NA,NA,NA,3,2,1,NA,5,1,0
1975,"Greece",40,1,9,"couple",1,3,1,0,"banlieue",4,5,NA,NA,NA,4,2,1,0,6,NA,0
1966,"Greece",49,0,4,"couple",0,3,1,0,"grande ville",3,2,NA,NA,NA,4,2,1,1,NA,NA,0
1970,"Greece",45,1,7,"couple",0,3,0,0,"petite ville",4,4,NA,NA,NA,4,1,1,1,2,NA,0
1972,"Greece",43,0,7,"couple",1,4,1,0,"grande ville",3,4,NA,NA,NA,3,2,1,0,1,1,1
1975,"Greece",40,1,7,"couple",0,4,1,0,"grande ville",3,5,NA,NA,NA,4,1,1,0,3,NA,1
1996,"Greece",19,1,6,"celibataire",0,NA,1,1,"grande ville",3,4,NA,NA,NA,3,2,0,NA,6,1,0
1965,"Greece",50,0,7,"couple",1,4,0,0,"banlieue",3,4,NA,NA,NA,2,2,1,0,4,3,0
1997,"Greece",18,1,6,"celibataire",0,2,0,0,"grande ville",4,2,NA,NA,NA,4,1,1,0,0,NA,1
1982,"Greece",33,1,8,"celibataire",0,1,0,0,"grande ville",2,3,NA,NA,NA,3,2,0,NA,5,1,0
1996,"Greece",19,1,6,"celibataire",0,4,0,0,"grande ville",3,4,NA,NA,NA,4,1,1,0,4,3,0
1970,"Greece",45,0,4,"couple",0,NA,1,0,"grande ville",1,2,NA,NA,NA,4,1,1,NA,6,NA,0
1972,"Greece",43,1,4,"couple",0,NA,NA,NA,NA,3,4,NA,NA,NA,4,3,1,1,NA,1,NA
1982,"Greece",33,0,6,"couple",0,3,1,0,"banlieue",2,2,NA,NA,NA,4,2,1,1,5,NA,0
1962,"Greece",53,1,7,"couple",0,2,0,0,"grande ville",3,3,NA,NA,NA,4,2,1,0,5,1,0
1974,"Greece",41,1,7,"couple",0,5,1,0,"petite ville",4,4,NA,NA,NA,3,1,1,0,8,NA,1
1963,"Greece",52,0,7,"veuf",1,3,1,0,"grande ville",2,3,NA,NA,NA,4,2,1,1,6,NA,0
1953,"Greece",62,1,7,"couple",0,5,1,0,"grande ville",3,3,NA,NA,NA,4,3,1,1,3,NA,NA
1941,"Greece",74,1,6,"couple",0,3,1,1,"grande ville",2,3,NA,NA,NA,4,1,0,NA,5,NA,0
1994,"Greece",21,0,6,"celibataire",0,NA,0,0,"grande ville",2,NA,NA,NA,NA,4,3,1,NA,4,1,1
1956,"Greece",59,0,7,"couple",0,NA,1,1,"grande ville",1,1,NA,NA,NA,4,NA,1,1,3,NA,0
1978,"Greece",37,1,7,"couple",0,1,1,0,"grande ville",3,3,NA,NA,NA,4,1,1,0,8,NA,1
1984,"Greece",31,1,8,"celibataire",0,1,1,0,"grande ville",4,5,NA,NA,NA,4,1,1,0,5,NA,0
1989,"Greece",26,1,8,"celibataire",0,3,1,0,"grande ville",3,4,NA,NA,NA,4,2,1,NA,7,NA,0
1981,"Greece",34,0,8,"celibataire",0,1,0,0,"grande ville",3,3,NA,NA,NA,4,2,1,NA,2,NA,1
1987,"Greece",28,0,7,"couple",0,1,1,0,"grande ville",2,3,NA,NA,NA,4,1,0,NA,6,NA,0
1973,"Greece",42,1,8,"couple",0,5,1,0,"banlieue",3,5,NA,NA,NA,4,1,1,0,2,1,0
1950,"Greece",65,1,7,"couple",0,NA,1,0,"banlieue",4,3,NA,NA,NA,4,1,1,NA,6,1,1
1967,"Greece",48,1,6,"couple",0,3,1,0,"village",3,4,NA,NA,NA,4,1,1,0,4,1,1
1966,"Greece",49,0,7,"couple",0,4,1,0,NA,3,2,NA,NA,NA,4,2,0,NA,5,3,0
1992,"Greece",23,1,6,"celibataire",0,1,0,1,"grande ville",3,4,NA,NA,NA,4,3,1,1,1,NA,1
1978,"Greece",37,0,7,"couple",0,NA,1,0,"grande ville",3,3,NA,NA,NA,4,NA,1,NA,NA,1,NA
NA,"Greece",NA,0,7,"couple",0,NA,NA,0,"grande ville",2,2,NA,NA,NA,4,NA,1,NA,NA,1,NA
1962,"Greece",53,0,7,"couple",0,5,0,0,"grande ville",4,5,NA,NA,NA,4,1,1,0,0,NA,1
1956,"Greece",59,1,8,"couple",1,5,0,0,"petite ville",2,4,NA,NA,NA,4,1,1,0,5,1,0
1994,"Greece",21,1,6,"celibataire",0,2,1,0,"grande ville",3,4,NA,NA,NA,3,3,1,NA,3,1,0
1971,"Greece",44,0,7,"couple",0,3,1,1,"petite ville",1,4,NA,NA,NA,4,2,1,1,NA,NA,0
1965,"Greece",50,0,4,"couple",0,3,1,0,"grande ville",3,4,NA,NA,NA,3,2,1,1,5,1,0
1983,"Greece",32,0,8,"couple",0,NA,0,0,"banlieue",2,4,NA,NA,NA,4,2,1,NA,NA,NA,0
1978,"Greece",37,1,8,"separe",0,2,1,0,"grande ville",3,4,NA,NA,NA,4,2,1,0,10,NA,1
1959,"Greece",56,0,7,"couple",0,3,1,0,"banlieue",3,4,NA,NA,NA,4,1,1,0,0,1,1
1975,"Greece",40,0,8,"couple",0,5,0,0,"grande ville",3,4,NA,NA,NA,4,2,1,0,4,1,NA
1972,"Greece",43,0,7,"celibataire",0,3,1,0,"grande ville",2,4,NA,NA,NA,4,1,1,NA,5,1,0
1965,"Greece",50,0,7,"couple",0,4,1,0,"grande ville",2,4,NA,NA,NA,3,2,1,1,5,1,0
1993,"Greece",22,1,8,"celibataire",0,1,1,0,"village",3,1,NA,NA,NA,4,2,1,NA,NA,1,1
1968,"Greece",47,0,7,"couple",0,3,1,0,"grande ville",3,4,NA,NA,NA,4,1,1,NA,NA,NA,0
1973,"Greece",42,1,8,"couple",0,2,1,0,"grande ville",3,5,NA,NA,NA,4,NA,1,NA,5,1,1
1963,"Greece",52,1,7,"couple",0,3,1,0,"banlieue",3,3,NA,NA,NA,3,2,0,NA,5,1,0
1990,"Greece",25,0,7,"celibataire",NA,NA,NA,0,"grande ville",3,3,NA,NA,NA,4,NA,1,NA,NA,1,NA
1980,"Greece",35,0,7,"celibataire",0,2,0,0,"grande ville",2,2,NA,NA,NA,4,2,1,0,5,1,0
1987,"Greece",28,1,8,"celibataire",0,2,1,1,"grande ville",2,4,NA,NA,NA,4,2,1,0,6,1,0
1972,"Greece",43,1,4,"couple",0,2,0,1,"grande ville",3,3,NA,NA,NA,4,3,1,1,3,1,1
1973,"Greece",42,0,7,"couple",0,2,1,0,"grande ville",3,4,NA,NA,NA,4,2,1,NA,NA,NA,0
1982,"Greece",33,1,7,"couple",0,4,1,0,"grande ville",4,4,NA,NA,NA,4,3,1,1,4,3,1
1991,"Greece",24,0,7,"celibataire",0,3,1,0,"grande ville",3,3,NA,NA,NA,4,2,1,NA,NA,1,0
1992,"Greece",23,1,7,"celibataire",0,2,0,1,"grande ville",3,5,NA,NA,NA,4,1,0,NA,5,1,0
1970,"Greece",45,0,6,"couple",0,NA,1,0,"grande ville",2,3,NA,NA,NA,3,NA,1,NA,6,1,1
1970,"Greece",45,1,7,"couple",0,3,1,0,"grande ville",4,4,NA,NA,NA,4,1,1,0,7,NA,1
1966,"Greece",49,1,9,"couple",0,5,1,1,"grande ville",2,3,NA,NA,NA,3,1,0,NA,8,NA,0
1966,"Greece",49,1,7,"couple",0,NA,1,0,"grande ville",3,4,NA,NA,NA,4,1,1,1,5,NA,0
1987,"Greece",28,0,7,"celibataire",0,1,1,0,"grande ville",3,3,NA,NA,NA,4,2,1,NA,8,1,0
1978,"Greece",37,0,7,"couple",0,3,0,1,"banlieue",4,5,NA,NA,NA,4,1,1,0,8,1,NA
1964,"Greece",51,1,7,"couple",1,3,1,0,"banlieue",4,4,NA,NA,NA,3,3,0,NA,0,1,NA
1971,"Greece",44,0,7,"couple",0,NA,1,0,"petite ville",3,3,NA,NA,NA,4,1,1,NA,7,NA,NA
1955,"Greece",60,0,7,"couple",0,NA,1,1,"grande ville",2,4,NA,NA,NA,4,NA,1,NA,1,1,0
1960,"Greece",55,1,9,"couple",0,5,0,0,"grande ville",3,4,NA,NA,NA,2,2,1,NA,4,1,0
1976,"Greece",39,0,4,"couple",0,NA,1,1,"grande ville",2,NA,NA,NA,NA,4,NA,1,NA,NA,1,NA
1962,"Greece",53,1,7,"couple",0,4,1,0,"grande ville",4,5,NA,NA,NA,2,3,1,0,7,NA,0
1970,"Greece",45,0,9,"couple",0,3,0,0,"banlieue",3,2,NA,NA,NA,3,1,1,0,6,3,0
1994,"Greece",21,1,7,"celibataire",0,5,1,0,"grande ville",3,4,NA,NA,NA,4,1,0,NA,6,1,1
1957,"Greece",58,1,7,"separe",0,1,0,0,"grande ville",4,5,NA,NA,NA,4,2,0,NA,2,1,0
1957,"Greece",58,0,4,"couple",1,3,0,0,"grande ville",NA,3,NA,NA,NA,3,3,1,1,0,1,1
1978,"Greece",37,0,5,"separe",0,1,0,0,"grande ville",2,4,NA,NA,NA,4,2,1,NA,5,NA,0
1973,"Greece",42,0,7,"couple",0,NA,1,0,"petite ville",NA,NA,NA,NA,NA,4,1,1,NA,5,NA,NA
1969,"Greece",46,1,4,"couple",0,2,1,0,"village",1,3,NA,NA,NA,4,NA,1,NA,4,NA,0
1975,"Greece",40,1,4,"couple",0,1,1,0,"petite ville",4,1,NA,NA,NA,4,1,0,NA,5,NA,0
1974,"Greece",41,1,7,"celibataire",0,5,1,0,"grande ville",4,5,NA,NA,NA,3,1,1,0,8,1,1
1984,"Greece",31,1,7,"couple",1,5,1,0,"village",4,4,NA,NA,NA,4,1,1,0,9,1,1
1993,"Greece",22,1,7,"celibataire",0,NA,0,0,"banlieue",3,4,NA,NA,NA,4,NA,1,NA,6,NA,0
1978,"Greece",37,0,7,"couple",0,1,0,0,"petite ville",4,5,NA,NA,NA,4,3,1,1,4,1,0
1986,"Greece",29,0,8,"celibataire",0,1,1,0,"petite ville",2,4,NA,NA,NA,4,2,1,1,3,NA,0
NA,"Greece",NA,1,6,"celibataire",0,1,1,0,"grande ville",4,NA,NA,NA,NA,4,1,1,NA,5,NA,0
1979,"Greece",36,1,7,"couple",0,3,1,0,"grande ville",4,4,NA,NA,NA,3,2,1,1,6,1,1
1972,"Greece",43,1,7,"couple",0,1,0,0,"petite ville",3,5,NA,NA,NA,4,1,1,0,7,NA,0
1993,"Greece",22,0,7,"celibataire",0,3,1,0,"petite ville",2,3,NA,NA,NA,4,2,1,1,5,1,0
1984,"Greece",31,1,9,"celibataire",0,1,0,0,"village",3,4,NA,NA,NA,4,2,1,1,4,1,0
1981,"Greece",34,1,5,"couple",0,NA,1,0,"grande ville",2,4,NA,NA,NA,3,2,1,NA,NA,1,0
1986,"Greece",29,0,8,"celibataire",0,4,1,0,"grande ville",3,3,NA,NA,NA,4,1,1,0,8,NA,0
1996,"Greece",19,1,6,"celibataire",0,2,0,0,"petite ville",4,4,NA,NA,NA,4,1,1,0,4,1,0
1977,"Greece",38,0,8,"couple",0,3,1,0,"petite ville",3,3,NA,NA,NA,4,1,1,0,6,1,NA
1952,"Greece",63,1,9,"couple",0,3,0,1,"banlieue",3,3,NA,NA,NA,3,1,1,0,10,NA,0
1992,"Greece",23,1,7,"celibataire",0,NA,0,0,"petite ville",2,2,NA,NA,NA,4,2,0,NA,3,1,0
1996,"Greece",19,1,6,"celibataire",0,1,1,0,"grande ville",3,5,NA,NA,NA,4,1,1,NA,0,1,0
1972,"Greece",43,1,7,"couple",0,1,1,0,"grande ville",4,5,NA,NA,NA,3,NA,1,1,4,1,1
1970,"Greece",45,1,7,"couple",0,2,1,0,"petite ville",2,3,NA,NA,NA,4,1,1,NA,4,1,0
1970,"Greece",45,1,8,"couple",1,4,1,0,"banlieue",3,4,NA,NA,NA,3,2,1,NA,4,1,NA
1997,"Greece",18,0,7,"celibataire",0,4,1,0,"banlieue",2,3,NA,NA,NA,3,2,1,0,8,1,NA
1944,"Greece",71,1,4,"couple",0,4,0,0,"banlieue",4,NA,NA,NA,NA,3,1,1,NA,5,NA,NA
1943,"Greece",72,1,7,"couple",0,4,1,0,"petite ville",NA,NA,NA,NA,NA,4,1,1,0,5,NA,1
1960,"Greece",55,0,7,"couple",1,4,1,0,"petite ville",3,4,NA,NA,NA,4,3,1,1,5,NA,0
1969,"Greece",46,0,4,"couple",0,3,1,0,"petite ville",3,2,NA,NA,NA,4,1,1,0,5,NA,0
1980,"Greece",35,0,5,"couple",0,1,1,0,"petite ville",4,4,NA,NA,NA,4,3,1,1,5,3,1
1976,"Greece",39,1,8,"couple",0,3,1,0,"grande ville",3,4,NA,NA,NA,4,1,1,0,NA,NA,1
1953,"Greece",62,1,5,"couple",0,4,1,0,"grande ville",3,2,NA,NA,NA,3,1,1,0,9,NA,1
1958,"Greece",57,1,7,"couple",0,4,1,0,"petite ville",3,4,NA,NA,NA,4,1,1,0,5,1,0
NA,"Greece",NA,0,7,"celibataire",0,1,1,0,"petite ville",2,4,NA,NA,NA,4,2,1,NA,5,NA,0
1979,"Greece",36,0,6,"couple",0,NA,0,0,"petite ville",3,4,NA,NA,NA,4,1,0,NA,5,1,0
1965,"Greece",50,1,7,"couple",0,4,0,0,"banlieue",3,5,NA,NA,NA,3,1,1,0,6,1,1
1984,"Greece",31,1,7,"celibataire",0,1,0,0,"petite ville",4,4,NA,NA,NA,4,2,1,1,3,NA,0
1961,"Greece",54,1,7,"celibataire",NA,1,1,1,"petite ville",3,4,NA,NA,NA,4,1,1,NA,5,1,NA
1953,"Greece",62,1,7,"couple",1,4,0,1,"village",4,5,NA,NA,NA,NA,1,1,0,0,NA,1
1972,"Greece",43,1,4,"couple",0,2,1,0,"village",3,4,NA,NA,NA,4,2,1,0,5,NA,0
1973,"Greece",42,1,6,"celibataire",0,4,1,0,"village",2,4,NA,NA,NA,4,1,1,0,5,1,0
1966,"Greece",49,0,6,"separe",0,1,1,0,"petite ville",3,1,NA,NA,NA,4,2,1,NA,5,NA,0
1973,"Greece",42,1,5,"celibataire",0,1,1,0,"petite ville",4,3,NA,NA,NA,3,1,1,0,6,1,1
1992,"Greece",23,1,4,"celibataire",0,1,1,0,"petite ville",3,4,NA,NA,NA,3,2,1,0,7,NA,0
1960,"Greece",55,0,7,"separe",0,1,1,0,"grande ville",3,4,NA,NA,NA,2,1,0,NA,NA,NA,0
1968,"Greece",47,0,7,"couple",0,2,1,0,"grande ville",3,4,NA,NA,NA,3,1,1,0,2,1,NA
1967,"Greece",48,1,7,"couple",1,3,1,0,"village",4,5,NA,NA,NA,4,1,1,0,10,1,1
1980,"Greece",35,1,8,"couple",0,1,0,0,"petite ville",2,4,NA,NA,NA,4,1,0,NA,5,NA,0
1961,"Greece",54,0,4,"couple",0,3,0,0,"grande ville",4,5,NA,NA,NA,4,1,1,0,NA,NA,1
1962,"Greece",53,NA,7,"couple",0,3,1,0,"grande ville",4,3,NA,NA,NA,4,1,1,NA,6,NA,NA
1984,"Greece",31,0,7,"couple",0,NA,1,0,"grande ville",2,3,NA,NA,NA,3,2,0,NA,NA,1,0
1976,"Greece",39,0,6,"celibataire",0,1,0,0,"banlieue",3,4,NA,NA,NA,3,2,1,1,4,1,0
1956,"Greece",59,1,6,"couple",0,4,1,0,"grande ville",4,1,NA,NA,NA,4,1,1,0,7,NA,0
1946,"Greece",69,0,NA,"couple",0,NA,0,0,"grande ville",4,4,NA,NA,NA,4,1,0,NA,NA,NA,1
1965,"Greece",50,0,6,"veuf",0,NA,1,0,"petite ville",3,3,NA,NA,NA,4,2,1,NA,4,NA,NA
1942,"Greece",73,1,3,"couple",1,2,0,0,"grande ville",4,5,NA,NA,NA,4,3,1,1,0,NA,0
1967,"Greece",48,0,7,"couple",0,3,1,0,"grande ville",2,2,NA,NA,NA,3,2,1,0,NA,1,NA
1935,"Greece",80,1,6,"couple",0,4,1,1,"banlieue",3,2,NA,NA,NA,4,3,1,NA,5,3,1
1964,"Greece",51,0,4,"couple",0,3,1,0,"banlieue",2,4,NA,NA,NA,3,2,1,NA,NA,1,0
1946,"Greece",69,1,7,"couple",0,3,1,0,"grande ville",3,2,NA,NA,NA,3,1,1,0,7,1,0
1973,"Greece",42,1,9,"couple",0,4,1,0,"petite ville",4,5,NA,NA,NA,3,2,1,1,2,NA,0
1959,"Greece",56,1,4,"celibataire",0,NA,1,1,"banlieue",3,5,NA,NA,NA,4,1,0,NA,4,NA,0
1994,"Greece",21,0,7,"celibataire",0,1,1,0,"petite ville",3,5,NA,NA,NA,4,1,1,1,6,NA,0
1988,"Greece",27,0,7,"celibataire",0,NA,1,0,"petite ville",2,2,NA,NA,NA,4,3,1,1,NA,NA,0
1960,"Greece",55,0,7,"couple",0,3,1,0,"grande ville",3,4,NA,NA,NA,4,1,1,NA,4,NA,0
1984,"Greece",31,1,7,"celibataire",0,2,0,0,"grande ville",3,3,NA,NA,NA,3,2,1,0,0,1,0
1974,"Greece",41,0,7,"separe",0,1,0,0,"banlieue",3,3,NA,NA,NA,4,1,1,0,7,1,1
1986,"Greece",29,0,8,"celibataire",0,NA,0,1,"grande ville",3,4,NA,NA,NA,4,1,1,NA,NA,NA,0
1974,"Greece",41,1,5,"couple",0,NA,1,0,"grande ville",1,4,NA,NA,NA,3,3,1,1,5,1,0
1996,"Greece",19,0,6,"celibataire",0,NA,1,0,"village",3,4,NA,NA,NA,4,1,1,0,5,1,1
1965,"Greece",50,0,7,"separe",0,3,1,0,"banlieue",1,5,NA,NA,NA,4,NA,1,1,5,NA,0
1964,"Greece",51,1,7,"couple",0,3,1,0,"banlieue",3,4,NA,NA,NA,4,2,0,NA,0,1,0
1976,"Greece",39,0,7,"couple",0,3,1,0,"grande ville",2,3,NA,NA,NA,4,2,1,1,1,NA,0
1959,"Greece",56,0,6,"couple",0,4,0,0,"grande ville",4,5,NA,NA,NA,4,1,1,NA,0,NA,1
NA,"Greece",NA,0,NA,NA,0,3,1,0,"banlieue",4,5,NA,NA,NA,4,2,1,0,NA,NA,1
1980,"Greece",35,0,6,"couple",0,3,1,0,"grande ville",3,5,NA,NA,NA,4,1,0,NA,6,1,1
1946,"Greece",69,1,9,"couple",0,2,1,0,"banlieue",4,5,NA,NA,NA,4,2,1,0,5,1,1
1976,"Greece",39,1,4,"couple",1,3,1,0,"grande ville",4,4,NA,NA,NA,4,2,1,NA,NA,3,NA
1962,"Greece",53,1,8,"couple",0,4,1,0,"petite ville",4,4,NA,NA,NA,3,1,1,0,9,3,1
1968,"Greece",47,1,4,"separe",0,2,1,0,"grande ville",2,2,NA,NA,NA,4,3,1,1,3,NA,0
1946,"Greece",69,1,5,"couple",0,4,0,0,"grande ville",4,4,NA,NA,NA,4,1,1,0,5,1,1
1978,"Greece",37,0,NA,NA,0,NA,1,0,"grande ville",3,4,NA,NA,NA,4,2,1,0,6,3,0
1995,"Greece",20,1,6,"celibataire",0,NA,0,0,"petite ville",3,3,NA,NA,NA,3,1,1,0,5,1,0
1982,"Greece",33,0,7,"celibataire",0,2,1,0,"grande ville",4,4,NA,NA,NA,3,1,1,0,9,3,1
1969,"Greece",46,1,7,"celibataire",0,3,1,0,"banlieue",4,4,NA,NA,NA,3,2,1,0,NA,NA,0
1969,"Greece",46,0,7,"couple",0,4,1,0,"grande ville",2,4,NA,NA,NA,4,1,1,0,8,1,1
1969,"Greece",46,1,8,"celibataire",1,3,0,1,"grande ville",4,5,NA,NA,NA,3,2,1,0,2,NA,1
1954,"Greece",61,1,8,"couple",0,4,0,0,"village",4,5,NA,NA,NA,3,1,1,0,4,1,NA
1968,"Greece",47,0,8,"celibataire",0,2,0,0,"grande ville",4,5,NA,NA,NA,4,1,1,0,5,NA,1
1962,"Greece",53,0,7,"couple",0,2,1,1,"grande ville",1,3,NA,NA,NA,3,1,1,NA,5,NA,0
1982,"Greece",33,0,4,"couple",0,3,1,0,"grande ville",2,4,NA,NA,NA,4,1,1,0,7,1,0
NA,"Greece",NA,0,7,"couple",0,2,0,0,"petite ville",1,1,NA,NA,NA,4,2,1,NA,NA,NA,0
1973,"Greece",42,0,7,"couple",0,3,0,0,"banlieue",3,4,NA,NA,NA,4,NA,1,1,2,1,1
1969,"Greece",46,0,8,"celibataire",0,3,1,0,"grande ville",NA,4,NA,NA,NA,3,2,1,1,3,3,1
1958,"Greece",57,1,7,"couple",1,4,0,1,"petite ville",4,4,NA,NA,NA,4,1,1,0,0,NA,1
1980,"Greece",35,0,7,"couple",0,4,1,0,"grande ville",2,3,NA,NA,NA,4,1,0,NA,5,3,0
1982,"Greece",33,0,8,"celibataire",0,3,0,0,"grande ville",3,4,NA,NA,NA,4,1,1,0,7,NA,0
1982,"Greece",33,1,7,"couple",0,3,1,0,"petite ville",4,4,NA,NA,NA,4,1,1,0,6,3,1
1976,"Greece",39,1,5,"couple",0,2,1,0,"grande ville",3,4,NA,NA,NA,4,1,0,NA,4,NA,0
1996,"Greece",19,0,6,"celibataire",0,2,1,1,"petite ville",2,2,NA,NA,NA,4,3,1,NA,5,1,0
1966,"Greece",49,0,7,"couple",0,4,0,0,"village",3,4,NA,NA,NA,4,1,1,0,7,NA,0
1972,"Greece",43,1,8,"couple",1,5,1,0,"grande ville",4,5,NA,NA,NA,4,1,1,1,5,1,1
1990,"Greece",25,0,5,"celibataire",0,1,1,1,"petite ville",1,3,NA,NA,NA,NA,2,1,1,3,1,0
1971,"Greece",44,1,6,"celibataire",0,3,0,0,"grande ville",4,5,NA,NA,NA,4,2,1,NA,4,NA,1
1983,"Greece",32,1,8,"couple",0,5,0,0,"grande ville",4,5,NA,NA,NA,3,1,1,0,7,1,1
1955,"Greece",60,1,8,"couple",0,4,1,1,"petite ville",4,4,NA,NA,NA,4,NA,1,1,2,3,1
1975,"Greece",40,1,7,"couple",0,4,0,0,"petite ville",3,3,NA,NA,NA,4,1,1,0,8,NA,1
1988,"Greece",27,1,8,"celibataire",0,1,1,0,"petite ville",3,4,NA,NA,NA,4,1,1,1,3,NA,0
1994,"Greece",21,1,6,"celibataire",0,3,0,0,"grande ville",4,3,NA,NA,NA,4,2,1,0,4,1,0
1975,"Greece",40,0,7,"celibataire",0,2,0,0,"petite ville",4,5,NA,NA,NA,4,3,0,NA,5,NA,0
1960,"Greece",55,0,4,"separe",0,2,1,0,"village",3,2,NA,NA,NA,4,2,1,0,7,1,1
1971,"Greece",44,1,7,"couple",0,1,1,0,"banlieue",3,4,NA,NA,NA,4,NA,1,1,6,NA,0
1978,"Greece",37,0,4,"couple",0,NA,1,0,"petite ville",1,4,NA,NA,NA,4,2,1,NA,NA,1,0
1932,"Greece",83,1,8,"couple",0,3,1,1,"banlieue",3,4,NA,NA,NA,3,2,1,0,6,1,1
1961,"Greece",54,1,4,"couple",0,1,0,0,"petite ville",3,4,NA,NA,NA,4,1,0,NA,0,NA,NA
